"","school_year","local_student_id","subject_code","test_version","scale_score","performance_level"
"2250","2023-2024","108051040","Social Studies","S",3100,"Did not meet"
"2251","2023-2024","108050059","Reading","S",1944,"Masters"
"2252","2023-2024","108050059","Social Studies","S",4435,"Masters"
"2253","2023-2024","108039493","Reading","S",1871,"Masters"
"2254","2023-2024","108039493","Social Studies","S",4352,"Masters"
"2255","2023-2024","108051575","Reading","S",1759,"Meets"
"2256","2023-2024","108051575","Social Studies","S",3351,"Did not meet"
"2257","2023-2024","108047967","Reading","S",1816,"Masters"
"2258","2023-2024","108047967","Social Studies","S",4352,"Masters"
"2259","2023-2024","108126448","Reading","S",1497,"Did not meet"
"2260","2023-2024","108126448","Social Studies","S",3292,"Did not meet"
"2261","2023-2024","108185735","Reading","S",1644,"Approaches"
"2262","2023-2024","108185735","Social Studies","S",3409,"Did not meet"
"2263","2023-2024","108146603","Reading","S",1759,"Meets"
"2264","2023-2024","108146603","Social Studies","S",3465,"Did not meet"
"2265","2023-2024","108053073","Reading","S",2022,"Masters"
"2266","2023-2024","108053073","Social Studies","S",4575,"Masters"
"2267","2023-2024","108039449","Reading","S",1904,"Masters"
"2268","2023-2024","108039449","Social Studies","S",5207,"Masters"
"2269","2023-2024","108053188","Reading","S",1770,"Meets"
"2270","2023-2024","108053188","Reading","S",1770,"Meets"
"2271","2023-2024","108053188","Social Studies","S",3882,"Approaches"
"2272","2023-2024","108053188","Social Studies","S",3882,"Approaches"
"2273","2023-2024","108040588","Reading","S",1770,"Meets"
"2274","2023-2024","108040588","Social Studies","S",4502,"Masters"
"2275","2023-2024","108070210","Reading","S",1770,"Meets"
"2276","2023-2024","108070210","Social Studies","S",3882,"Approaches"
"2277","2023-2024","108038751","Reading","S",1781,"Meets"
"2278","2023-2024","108038751","Social Studies","S",3831,"Approaches"
"2279","2023-2024","108052222","Reading","S",1749,"Meets"
"2280","2023-2024","108052222","Social Studies","S",3831,"Approaches"
"2281","2023-2024","108040823","Reading","S",1923,"Masters"
"2282","2023-2024","108040823","Social Studies","S",4652,"Masters"
"2283","2023-2024","108185730","Reading","S",1923,"Masters"
"2284","2023-2024","108185730","Social Studies","S",4435,"Masters"
"2285","2023-2024","108085929","Reading","S",1842,"Masters"
"2286","2023-2024","108085929","Social Studies","S",4435,"Masters"
"2287","2023-2024","108234048","Reading","S",1592,"Approaches"
"2288","2023-2024","108234048","Social Studies","S",3678,"Approaches"
"2289","2023-2024","108246236","Reading","S",1633,"Approaches"
"2290","2023-2024","108246236","Social Studies","S",3831,"Approaches"
"2291","2023-2024","108163304","Reading","S",1781,"Meets"
"2292","2023-2024","108163304","Social Studies","S",3882,"Approaches"
"2293","2023-2024","108038674","Reading","S",1622,"Approaches"
"2294","2023-2024","108038674","Social Studies","S",2956,"Did not meet"
"2295","2023-2024","108244722","Reading","S",1792,"Meets"
"2296","2023-2024","108244722","Social Studies","S",4196,"Meets"
"2297","2023-2024","108038752","Reading","S",2164,"Masters"
"2298","2023-2024","108038752","Social Studies","S",5642,"Masters"
"2299","2023-2024","108052784","Reading","S",1842,"Masters"
"2300","2023-2024","108052784","Social Studies","S",4310,"Meets"
"2301","2023-2024","108053625","Reading","S",1887,"Masters"
"2302","2023-2024","108053625","Social Studies","S",3984,"Approaches"
"2303","2023-2024","108063145","Reading","S",1842,"Masters"
"2304","2023-2024","108063145","Social Studies","S",3465,"Did not meet"
"2305","2023-2024","108053700","Reading","S",1966,"Masters"
"2306","2023-2024","108053700","Social Studies","S",4310,"Meets"
"2307","2023-2024","108243035","Reading","S",1611,"Approaches"
"2308","2023-2024","108243035","Social Studies","S",3030,"Did not meet"
"2309","2023-2024","108052090","Reading","S",2022,"Masters"
"2310","2023-2024","108052090","Social Studies","S",4435,"Masters"
"2311","2023-2024","108234051","Reading","S",1633,"Approaches"
"2312","2023-2024","108234051","Social Studies","S",3465,"Did not meet"
"2313","2023-2024","108052152","Reading","S",1792,"Meets"
"2314","2023-2024","108052152","Social Studies","S",4252,"Meets"
"2315","2023-2024","108053383","Reading","S",1792,"Meets"
"2316","2023-2024","108053383","Social Studies","S",3882,"Approaches"
"2317","2023-2024","108053149","Reading","S",1739,"Meets"
"2318","2023-2024","108053149","Social Studies","S",3882,"Approaches"
"2319","2023-2024","108244798","Reading","S",1546,"Did not meet"
"2320","2023-2024","108244798","Social Studies","S",3465,"Did not meet"
"2321","2023-2024","108052555","Reading","S",1682,"Approaches"
"2322","2023-2024","108052555","Social Studies","S",4502,"Masters"
"2323","2023-2024","108161649","Reading","S",1710,"Meets"
"2324","2023-2024","108161649","Social Studies","S",3409,"Did not meet"
"2325","2023-2024","108050983","Reading","S",1682,"Approaches"
"2326","2023-2024","108050983","Social Studies","S",3520,"Did not meet"
"2327","2023-2024","108152931","Reading","S",1803,"Masters"
"2328","2023-2024","108152931","Social Studies","S",4000,"Meets"
"2329","2023-2024","108051071","Reading","S",1992,"Masters"
"2330","2023-2024","108051071","Social Studies","S",5060,"Masters"
"2331","2023-2024","108053020","Reading","S",1842,"Masters"
"2332","2023-2024","108053020","Social Studies","S",3831,"Approaches"
"2333","2023-2024","108185732","Reading","S",1515,"Did not meet"
"2334","2023-2024","108185732","Social Studies","S",3030,"Did not meet"
"2335","2023-2024","108037372","Reading","S",1803,"Masters"
"2336","2023-2024","108037372","Social Studies","S",5060,"Masters"
"2337","2023-2024","108049158","Reading","S",2022,"Masters"
"2338","2023-2024","108049158","Social Studies","S",4352,"Masters"
"2339","2023-2024","108101648","Reading","S",1828,"Masters"
"2340","2023-2024","108101648","Social Studies","S",4000,"Meets"
"2341","2023-2024","108049032","Reading","S",1663,"Approaches"
"2342","2023-2024","108049032","Social Studies","S",3230,"Did not meet"
"2343","2023-2024","108053461","Reading","S",1770,"Meets"
"2344","2023-2024","108053461","Social Studies","S",4141,"Meets"
"2345","2023-2024","108053060","Reading","S",1856,"Masters"
"2346","2023-2024","108053060","Social Studies","S",4000,"Meets"
"2347","2023-2024","108142759","Reading","S",1792,"Meets"
"2348","2023-2024","108142759","Social Studies","S",4000,"Meets"
"2349","2023-2024","108137643","Reading","S",1497,"Did not meet"
"2350","2023-2024","108137643","Social Studies","S",3167,"Did not meet"
"2351","2023-2024","108038777","Reading","S",1781,"Meets"
"2352","2023-2024","108038777","Social Studies","S",4252,"Meets"
"2353","2023-2024","108137633","Reading","S",1828,"Masters"
"2354","2023-2024","108137633","Social Studies","S",3933,"Approaches"
"2355","2023-2024","108201863","Reading","S",1698,"Meets"
"2356","2023-2024","108201863","Reading","S",1698,"Meets"
"2357","2023-2024","108201863","Reading","S",1698,"Meets"
"2358","2023-2024","108201863","Social Studies","S",3409,"Did not meet"
"2359","2023-2024","108201863","Social Studies","S",3409,"Did not meet"
"2360","2023-2024","108201863","Social Studies","S",3409,"Did not meet"
"2361","2023-2024","108050777","Reading","S",1944,"Masters"
"2362","2023-2024","108050777","Social Studies","S",3933,"Approaches"
"2363","2023-2024","108039548","Reading","S",1904,"Masters"
"2364","2023-2024","108039548","Social Studies","S",3933,"Approaches"
"2365","2023-2024","108234056","Reading","S",1654,"Approaches"
"2366","2023-2024","108234056","Social Studies","S",3351,"Did not meet"
"2367","2023-2024","108234066","Reading","S",1416,"Did not meet"
"2368","2023-2024","108234066","Social Studies","S",2355,"Did not meet"
"2369","2023-2024","108242778","Reading","S",1644,"Approaches"
"2370","2023-2024","108242778","Social Studies","S",3520,"Did not meet"
