"","school_year","local_student_id","subject_code","test_version","scale_score","performance_level"
"2449","2023-2024","108049175","Reading","S",1739,"Meets"
"2450","2023-2024","108049175","Reading","S",1739,"Meets"
"2451","2023-2024","108049175","Social Studies","S",4141,"Meets"
"2452","2023-2024","108049175","Social Studies","S",4141,"Meets"
"2453","2023-2024","108049175","Science","S",3377,"Did not meet"
"2454","2023-2024","108049175","Science","S",3377,"Did not meet"
"2455","2023-2024","108234573","Reading","S",1654,"Approaches"
"2456","2023-2024","108234573","Reading","S",1654,"Approaches"
"2457","2023-2024","108234573","Reading","S",1654,"Approaches"
"2458","2023-2024","108234573","Social Studies","S",3465,"Did not meet"
"2459","2023-2024","108234573","Social Studies","S",3465,"Did not meet"
"2460","2023-2024","108234573","Social Studies","S",3465,"Did not meet"
"2461","2023-2024","108234573","Science","S",3508,"Did not meet"
"2462","2023-2024","108234573","Science","S",3508,"Did not meet"
"2463","2023-2024","108234573","Science","S",3508,"Did not meet"
"2464","2023-2024","108048629","Reading","S",1816,"Masters"
"2465","2023-2024","108048629","Reading","S",1816,"Masters"
"2466","2023-2024","108048629","Social Studies","S",4352,"Masters"
"2467","2023-2024","108048629","Social Studies","S",4352,"Masters"
"2468","2023-2024","108048629","Science","S",3930,"Approaches"
"2469","2023-2024","108048629","Science","S",3930,"Approaches"
"2470","2023-2024","108049166","Reading","S",1871,"Masters"
"2471","2023-2024","108049166","Reading","S",1871,"Masters"
"2472","2023-2024","108049166","Social Studies","S",4310,"Meets"
"2473","2023-2024","108049166","Social Studies","S",4310,"Meets"
"2474","2023-2024","108049166","Science","S",3989,"Approaches"
"2475","2023-2024","108049166","Science","S",3989,"Approaches"
"2476","2023-2024","108111658","Reading","S",1842,"Masters"
"2477","2023-2024","108111658","Reading","S",1842,"Masters"
"2478","2023-2024","108111658","Social Studies","S",4435,"Masters"
"2479","2023-2024","108111658","Social Studies","S",4435,"Masters"
"2480","2023-2024","108111658","Science","S",3309,"Did not meet"
"2481","2023-2024","108111658","Science","S",3309,"Did not meet"
"2482","2023-2024","108137062","Reading","S",1792,"Meets"
"2483","2023-2024","108137062","Reading","S",1792,"Meets"
"2484","2023-2024","108137062","Social Studies","S",4088,"Meets"
"2485","2023-2024","108137062","Social Studies","S",4088,"Meets"
"2486","2023-2024","108137062","Science","S",3989,"Approaches"
"2487","2023-2024","108137062","Science","S",3989,"Approaches"
"2488","2023-2024","108119942","Reading","S",1644,"Approaches"
"2489","2023-2024","108119942","Reading","S",1644,"Approaches"
"2490","2023-2024","108119942","Social Studies","S",3729,"Approaches"
"2491","2023-2024","108119942","Social Studies","S",3729,"Approaches"
"2492","2023-2024","108119942","Science","S",3550,"Approaches"
"2493","2023-2024","108119942","Science","S",3550,"Approaches"
"2494","2023-2024","108048416","Reading","S",1682,"Approaches"
"2495","2023-2024","108048416","Reading","S",1682,"Approaches"
"2496","2023-2024","108048416","Reading","S",1682,"Approaches"
"2497","2023-2024","108048416","Reading","S",1682,"Approaches"
"2498","2023-2024","108048416","Social Studies","S",3550,"Approaches"
"2499","2023-2024","108048416","Social Studies","S",3550,"Approaches"
"2500","2023-2024","108048416","Social Studies","S",3550,"Approaches"
"2501","2023-2024","108048416","Social Studies","S",3550,"Approaches"
"2502","2023-2024","108048416","Science","S",3633,"Approaches"
"2503","2023-2024","108048416","Science","S",3633,"Approaches"
"2504","2023-2024","108048416","Science","S",3633,"Approaches"
"2505","2023-2024","108048416","Science","S",3633,"Approaches"
"2506","2023-2024","108149174","Reading","S",1654,"Approaches"
"2507","2023-2024","108149174","Reading","S",1654,"Approaches"
"2508","2023-2024","108149174","Social Studies","S",3230,"Did not meet"
"2509","2023-2024","108149174","Social Studies","S",3230,"Did not meet"
"2510","2023-2024","108149174","Science","S",3309,"Did not meet"
"2511","2023-2024","108149174","Science","S",3309,"Did not meet"
"2512","2023-2024","108051215","Reading","S",1923,"Masters"
"2513","2023-2024","108051215","Reading","S",1923,"Masters"
"2514","2023-2024","108051215","Social Studies","S",4000,"Meets"
"2515","2023-2024","108051215","Social Studies","S",4000,"Meets"
"2516","2023-2024","108051215","Science","S",3377,"Did not meet"
"2517","2023-2024","108051215","Science","S",3377,"Did not meet"
"2518","2023-2024","108049063","Reading","S",1781,"Meets"
"2519","2023-2024","108049063","Reading","S",1781,"Meets"
"2520","2023-2024","108049063","Social Studies","S",4310,"Meets"
"2521","2023-2024","108049063","Social Studies","S",4310,"Meets"
"2522","2023-2024","108049063","Science","S",4501,"Meets"
"2523","2023-2024","108049063","Science","S",4501,"Meets"
"2524","2023-2024","108048100","Reading","S",1792,"Meets"
"2525","2023-2024","108048100","Reading","S",1792,"Meets"
"2526","2023-2024","108048100","Social Studies","S",3933,"Approaches"
"2527","2023-2024","108048100","Social Studies","S",3933,"Approaches"
"2528","2023-2024","108048100","Science","S",3377,"Did not meet"
"2529","2023-2024","108048100","Science","S",3377,"Did not meet"
"2530","2023-2024","108051963","Reading","S",1654,"Approaches"
"2531","2023-2024","108051963","Reading","S",1654,"Approaches"
"2532","2023-2024","108051963","Social Studies","S",3626,"Approaches"
"2533","2023-2024","108051963","Social Studies","S",3626,"Approaches"
"2534","2023-2024","108051963","Science","S",3237,"Did not meet"
"2535","2023-2024","108051963","Science","S",3237,"Did not meet"
"2536","2023-2024","108232191","Reading","S",1654,"Approaches"
"2537","2023-2024","108232191","Reading","S",1654,"Approaches"
"2538","2023-2024","108232191","Social Studies","S",2792,"Did not meet"
"2539","2023-2024","108232191","Social Studies","S",2792,"Did not meet"
"2540","2023-2024","108232191","Science","S",3000,"Did not meet"
"2541","2023-2024","108232191","Science","S",3000,"Did not meet"
"2542","2023-2024","108136964","Reading","S",1856,"Masters"
"2543","2023-2024","108136964","Reading","S",1856,"Masters"
"2544","2023-2024","108136964","Social Studies","S",3984,"Approaches"
"2545","2023-2024","108136964","Social Studies","S",3984,"Approaches"
"2546","2023-2024","108136964","Science","S",4233,"Meets"
"2547","2023-2024","108136964","Science","S",4233,"Meets"
"2548","2023-2024","108048943","Reading","S",1871,"Masters"
"2549","2023-2024","108048943","Reading","S",1871,"Masters"
"2550","2023-2024","108048943","Social Studies","S",4310,"Meets"
"2551","2023-2024","108048943","Social Studies","S",4310,"Meets"
"2552","2023-2024","108048943","Science","S",4619,"Masters"
"2553","2023-2024","108048943","Science","S",4619,"Masters"
"2554","2023-2024","108137068","Reading","S",1966,"Masters"
"2555","2023-2024","108137068","Reading","S",1966,"Masters"
"2556","2023-2024","108137068","Social Studies","S",4352,"Masters"
"2557","2023-2024","108137068","Social Studies","S",4352,"Masters"
"2558","2023-2024","108137068","Science","S",4430,"Meets"
"2559","2023-2024","108137068","Science","S",4430,"Meets"
"2560","2023-2024","108048104","Reading","S",1923,"Masters"
"2561","2023-2024","108048104","Reading","S",1923,"Masters"
"2562","2023-2024","108048104","Social Studies","S",4938,"Masters"
"2563","2023-2024","108048104","Social Studies","S",4938,"Masters"
"2564","2023-2024","108048104","Science","S",4430,"Meets"
"2565","2023-2024","108048104","Science","S",4430,"Meets"
"2566","2023-2024","108048587","Reading","S",1739,"Meets"
"2567","2023-2024","108048587","Reading","S",1739,"Meets"
"2568","2023-2024","108048587","Social Studies","S",3678,"Approaches"
"2569","2023-2024","108048587","Social Studies","S",3678,"Approaches"
"2570","2023-2024","108048587","Science","S",2910,"Did not meet"
"2571","2023-2024","108048587","Science","S",2910,"Did not meet"
"2572","2023-2024","108244032","Reading","S",1856,"Masters"
"2573","2023-2024","108244032","Reading","S",1856,"Masters"
"2574","2023-2024","108244032","Social Studies","S",4575,"Masters"
"2575","2023-2024","108244032","Social Studies","S",4575,"Masters"
"2576","2023-2024","108244032","Science","S",4430,"Meets"
"2577","2023-2024","108244032","Science","S",4430,"Meets"
"2578","2023-2024","108232219","Reading","S",1720,"Meets"
"2579","2023-2024","108232219","Reading","S",1720,"Meets"
"2580","2023-2024","108232219","Reading","S",1720,"Meets"
"2581","2023-2024","108232219","Social Studies","S",3550,"Approaches"
"2582","2023-2024","108232219","Social Studies","S",3550,"Approaches"
"2583","2023-2024","108232219","Social Studies","S",3550,"Approaches"
"2584","2023-2024","108232219","Science","S",3871,"Approaches"
"2585","2023-2024","108232219","Science","S",3871,"Approaches"
"2586","2023-2024","108232219","Science","S",3871,"Approaches"
"2587","2023-2024","108194735","Reading","S",1611,"Approaches"
"2588","2023-2024","108194735","Reading","S",1611,"Approaches"
"2589","2023-2024","108194735","Social Studies","S",3520,"Did not meet"
"2590","2023-2024","108194735","Social Studies","S",3520,"Did not meet"
"2591","2023-2024","108194735","Science","S",3237,"Did not meet"
"2592","2023-2024","108194735","Science","S",3237,"Did not meet"
"2593","2023-2024","108138876","Reading","S",1416,"Did not meet"
"2594","2023-2024","108138876","Reading","S",1416,"Did not meet"
"2595","2023-2024","108138876","Social Studies","S",3030,"Did not meet"
"2596","2023-2024","108138876","Social Studies","S",3030,"Did not meet"
"2597","2023-2024","108138876","Science","S",3237,"Did not meet"
"2598","2023-2024","108138876","Science","S",3237,"Did not meet"
"2599","2023-2024","108137071","Reading","S",1611,"Approaches"
"2600","2023-2024","108137071","Reading","S",1611,"Approaches"
"2601","2023-2024","108137071","Social Studies","S",3230,"Did not meet"
"2602","2023-2024","108137071","Social Studies","S",3230,"Did not meet"
"2603","2023-2024","108137071","Science","S",3753,"Approaches"
"2604","2023-2024","108137071","Science","S",3753,"Approaches"
"2605","2023-2024","108200611","Reading","S",1673,"Approaches"
"2606","2023-2024","108200611","Reading","S",1673,"Approaches"
"2607","2023-2024","108200611","Social Studies","S",3933,"Approaches"
"2608","2023-2024","108200611","Social Studies","S",3933,"Approaches"
"2609","2023-2024","108200611","Science","S",3693,"Approaches"
"2610","2023-2024","108200611","Science","S",3693,"Approaches"
"2611","2023-2024","108154870","Reading","S",1720,"Meets"
"2612","2023-2024","108154870","Reading","S",1720,"Meets"
"2613","2023-2024","108154870","Social Studies","S",3678,"Approaches"
"2614","2023-2024","108154870","Social Studies","S",3678,"Approaches"
"2615","2023-2024","108154870","Science","S",3930,"Approaches"
"2616","2023-2024","108154870","Science","S",3930,"Approaches"
"2617","2023-2024","108047373","Reading","S",1592,"Approaches"
"2618","2023-2024","108047373","Reading","S",1592,"Approaches"
"2619","2023-2024","108047373","Social Studies","S",3933,"Approaches"
"2620","2023-2024","108047373","Social Studies","S",3933,"Approaches"
"2621","2023-2024","108047373","Science","S",3871,"Approaches"
"2622","2023-2024","108047373","Science","S",3871,"Approaches"
"2623","2023-2024","108085300","Reading","S",1729,"Meets"
"2624","2023-2024","108085300","Social Studies","S",3678,"Approaches"
"2625","2023-2024","108049113","Reading","S",1710,"Meets"
"2626","2023-2024","108049113","Reading","S",1710,"Meets"
"2627","2023-2024","108049113","Social Studies","S",3351,"Did not meet"
"2628","2023-2024","108049113","Social Studies","S",3351,"Did not meet"
"2629","2023-2024","108049113","Science","S",3693,"Approaches"
"2630","2023-2024","108049113","Science","S",3693,"Approaches"
"2631","2023-2024","108193639","Reading","S",1739,"Meets"
"2632","2023-2024","108193639","Reading","S",1739,"Meets"
"2633","2023-2024","108193639","Social Studies","S",3780,"Approaches"
"2634","2023-2024","108193639","Social Studies","S",3780,"Approaches"
"2635","2023-2024","108193639","Science","S",3871,"Approaches"
"2636","2023-2024","108193639","Science","S",3871,"Approaches"
"2637","2023-2024","108049955","Reading","S",1560,"Did not meet"
"2638","2023-2024","108049955","Reading","S",1560,"Did not meet"
"2639","2023-2024","108049955","Social Studies","S",3550,"Approaches"
"2640","2023-2024","108049955","Social Studies","S",3550,"Approaches"
"2641","2023-2024","108049955","Science","S",3162,"Did not meet"
"2642","2023-2024","108049955","Science","S",3162,"Did not meet"
"2643","2023-2024","108055207","Reading","S",1611,"Approaches"
"2644","2023-2024","108055207","Reading","S",1611,"Approaches"
"2645","2023-2024","108055207","Social Studies","S",2792,"Did not meet"
"2646","2023-2024","108055207","Social Studies","S",2792,"Did not meet"
"2647","2023-2024","108055207","Science","S",3084,"Did not meet"
"2648","2023-2024","108055207","Science","S",3084,"Did not meet"
"2649","2023-2024","108232224","Reading","S",1749,"Meets"
"2650","2023-2024","108232224","Reading","S",1749,"Meets"
"2651","2023-2024","108232224","Social Studies","S",3520,"Did not meet"
"2652","2023-2024","108232224","Social Studies","S",3520,"Did not meet"
"2653","2023-2024","108232224","Science","S",3377,"Did not meet"
"2654","2023-2024","108232224","Science","S",3377,"Did not meet"
"2655","2023-2024","108052263","Reading","S",1622,"Approaches"
"2656","2023-2024","108052263","Reading","S",1622,"Approaches"
"2657","2023-2024","108052263","Social Studies","S",3465,"Did not meet"
"2658","2023-2024","108052263","Social Studies","S",3465,"Did not meet"
"2659","2023-2024","108052263","Science","S",3550,"Approaches"
"2660","2023-2024","108052263","Science","S",3550,"Approaches"
"2661","2023-2024","108052763","Reading","S",2022,"Masters"
"2662","2023-2024","108052763","Reading","S",2022,"Masters"
"2663","2023-2024","108052763","Social Studies","S",4575,"Masters"
"2664","2023-2024","108052763","Social Studies","S",4575,"Masters"
"2665","2023-2024","108052763","Science","S",5283,"Masters"
"2666","2023-2024","108052763","Science","S",5283,"Masters"
"2667","2023-2024","108158493","Reading","S",1682,"Approaches"
"2668","2023-2024","108158493","Reading","S",1682,"Approaches"
"2669","2023-2024","108158493","Social Studies","S",3030,"Did not meet"
"2670","2023-2024","108158493","Social Studies","S",3030,"Did not meet"
"2671","2023-2024","108158493","Science","S",3084,"Did not meet"
"2672","2023-2024","108158493","Science","S",3084,"Did not meet"
"2673","2023-2024","108040189","Reading","S",1654,"Approaches"
"2674","2023-2024","108040189","Social Studies","S",3351,"Did not meet"
"2675","2023-2024","108053514","Reading","S",1781,"Meets"
"2676","2023-2024","108053514","Reading","S",1781,"Meets"
"2677","2023-2024","108053514","Social Studies","S",3678,"Approaches"
"2678","2023-2024","108053514","Social Studies","S",3678,"Approaches"
"2679","2023-2024","108053514","Science","S",3930,"Approaches"
"2680","2023-2024","108053514","Science","S",3930,"Approaches"
"2681","2023-2024","108137075","Reading","S",1720,"Meets"
"2682","2023-2024","108137075","Reading","S",1720,"Meets"
"2683","2023-2024","108137075","Social Studies","S",3520,"Did not meet"
"2684","2023-2024","108137075","Social Studies","S",3520,"Did not meet"
"2685","2023-2024","108137075","Science","S",2812,"Did not meet"
"2686","2023-2024","108137075","Science","S",2812,"Did not meet"
"2687","2023-2024","108240649","Reading","S",1856,"Masters"
"2688","2023-2024","108240649","Reading","S",1856,"Masters"
"2689","2023-2024","108240649","Social Studies","S",4252,"Meets"
"2690","2023-2024","108240649","Social Studies","S",4252,"Meets"
"2691","2023-2024","108240649","Science","S",4297,"Meets"
"2692","2023-2024","108240649","Science","S",4297,"Meets"
"2693","2023-2024","108237287","Reading","S",1792,"Meets"
"2694","2023-2024","108237287","Reading","S",1792,"Meets"
"2695","2023-2024","108237287","Social Studies","S",4141,"Meets"
"2696","2023-2024","108237287","Social Studies","S",4141,"Meets"
"2697","2023-2024","108237287","Science","S",4000,"Meets"
"2698","2023-2024","108237287","Science","S",4000,"Meets"
"2699","2023-2024","108053555","Reading","S",1816,"Masters"
"2700","2023-2024","108053555","Reading","S",1816,"Masters"
"2701","2023-2024","108053555","Social Studies","S",4310,"Meets"
"2702","2023-2024","108053555","Social Studies","S",4310,"Meets"
"2703","2023-2024","108053555","Science","S",4109,"Meets"
"2704","2023-2024","108053555","Science","S",4109,"Meets"
"2705","2023-2024","108232204","Reading","S",1673,"Approaches"
"2706","2023-2024","108232204","Reading","S",1673,"Approaches"
"2707","2023-2024","108232204","Social Studies","S",3465,"Did not meet"
"2708","2023-2024","108232204","Social Studies","S",3465,"Did not meet"
"2709","2023-2024","108232204","Science","S",3309,"Did not meet"
"2710","2023-2024","108232204","Science","S",3309,"Did not meet"
"2711","2023-2024","108179369","Reading","S",1515,"Did not meet"
"2712","2023-2024","108179369","Reading","S",1515,"Did not meet"
"2713","2023-2024","108179369","Social Studies","S",2792,"Did not meet"
"2714","2023-2024","108179369","Social Studies","S",2792,"Did not meet"
"2715","2023-2024","108179369","Science","S",3084,"Did not meet"
"2716","2023-2024","108179369","Science","S",3084,"Did not meet"
"2717","2023-2024","108049856","Reading","S",1663,"Approaches"
"2718","2023-2024","108049856","Reading","S",1663,"Approaches"
"2719","2023-2024","108049856","Social Studies","S",3230,"Did not meet"
"2720","2023-2024","108049856","Social Studies","S",3230,"Did not meet"
"2721","2023-2024","108049856","Science","S",3084,"Did not meet"
"2722","2023-2024","108049856","Science","S",3084,"Did not meet"
"2723","2023-2024","108232184","Reading","S",1966,"Masters"
"2724","2023-2024","108232184","Reading","S",1966,"Masters"
"2725","2023-2024","108232184","Social Studies","S",4652,"Masters"
"2726","2023-2024","108232184","Social Studies","S",4652,"Masters"
"2727","2023-2024","108232184","Science","S",4736,"Masters"
"2728","2023-2024","108232184","Science","S",4736,"Masters"
"2729","2023-2024","108048655","Reading","S",1944,"Masters"
"2730","2023-2024","108048655","Reading","S",1944,"Masters"
"2731","2023-2024","108048655","Social Studies","S",4000,"Meets"
"2732","2023-2024","108048655","Social Studies","S",4000,"Meets"
"2733","2023-2024","108048655","Science","S",4501,"Meets"
"2734","2023-2024","108048655","Science","S",4501,"Meets"
"2735","2023-2024","108065303","Reading","S",1729,"Meets"
"2736","2023-2024","108065303","Reading","S",1729,"Meets"
"2737","2023-2024","108065303","Social Studies","S",4088,"Meets"
"2738","2023-2024","108065303","Social Studies","S",4088,"Meets"
"2739","2023-2024","108065303","Science","S",3812,"Approaches"
"2740","2023-2024","108065303","Science","S",3812,"Approaches"
"2741","2023-2024","108062954","Reading","S",1770,"Meets"
"2742","2023-2024","108062954","Reading","S",1770,"Meets"
"2743","2023-2024","108062954","Social Studies","S",3831,"Approaches"
"2744","2023-2024","108062954","Social Studies","S",3831,"Approaches"
"2745","2023-2024","108062954","Science","S",3633,"Approaches"
"2746","2023-2024","108062954","Science","S",3633,"Approaches"
"2747","2023-2024","108051296","Reading","S",1663,"Approaches"
"2748","2023-2024","108051296","Reading","S",1663,"Approaches"
"2749","2023-2024","108051296","Social Studies","S",3230,"Did not meet"
"2750","2023-2024","108051296","Social Studies","S",3230,"Did not meet"
"2751","2023-2024","108051296","Science","S",3309,"Did not meet"
"2752","2023-2024","108051296","Science","S",3309,"Did not meet"
"2753","2023-2024","108160800","Reading","S",1803,"Masters"
"2754","2023-2024","108160800","Reading","S",1803,"Masters"
"2755","2023-2024","108160800","Social Studies","S",4310,"Meets"
"2756","2023-2024","108160800","Social Studies","S",4310,"Meets"
"2757","2023-2024","108160800","Science","S",4619,"Masters"
"2758","2023-2024","108160800","Science","S",4619,"Masters"
"2759","2023-2024","108048351","Reading","S",1749,"Meets"
"2760","2023-2024","108048351","Reading","S",1749,"Meets"
"2761","2023-2024","108048351","Social Studies","S",3678,"Approaches"
"2762","2023-2024","108048351","Social Studies","S",3678,"Approaches"
"2763","2023-2024","108048351","Science","S",3693,"Approaches"
"2764","2023-2024","108048351","Science","S",3693,"Approaches"
"2765","2023-2024","108049240","Reading","S",1871,"Masters"
"2766","2023-2024","108049240","Reading","S",1871,"Masters"
"2767","2023-2024","108049240","Social Studies","S",4000,"Meets"
"2768","2023-2024","108049240","Social Studies","S",4000,"Meets"
"2769","2023-2024","108049240","Science","S",4297,"Meets"
"2770","2023-2024","108049240","Science","S",4297,"Meets"
"2771","2023-2024","108095926","Reading","S",1611,"Approaches"
"2772","2023-2024","108095926","Reading","S",1611,"Approaches"
"2773","2023-2024","108095926","Social Studies","S",3100,"Did not meet"
"2774","2023-2024","108095926","Social Studies","S",3100,"Did not meet"
"2775","2023-2024","108095926","Science","S",2910,"Did not meet"
"2776","2023-2024","108095926","Science","S",2910,"Did not meet"
"2777","2023-2024","108052346","Reading","S",1966,"Masters"
"2778","2023-2024","108052346","Reading","S",1966,"Masters"
"2779","2023-2024","108052346","Social Studies","S",4737,"Masters"
"2780","2023-2024","108052346","Social Studies","S",4737,"Masters"
"2781","2023-2024","108052346","Science","S",4825,"Masters"
"2782","2023-2024","108052346","Science","S",4825,"Masters"
"2783","2023-2024","108050590","Reading","S",1803,"Masters"
"2784","2023-2024","108050590","Reading","S",1803,"Masters"
"2785","2023-2024","108050590","Social Studies","S",4502,"Masters"
"2786","2023-2024","108050590","Social Studies","S",4502,"Masters"
"2787","2023-2024","108050590","Science","S",4170,"Meets"
"2788","2023-2024","108050590","Science","S",4170,"Meets"
"2789","2023-2024","108052776","Reading","S",1654,"Approaches"
"2790","2023-2024","108052776","Reading","S",1654,"Approaches"
"2791","2023-2024","108052776","Social Studies","S",3230,"Did not meet"
"2792","2023-2024","108052776","Social Studies","S",3230,"Did not meet"
"2793","2023-2024","108052776","Science","S",3444,"Did not meet"
"2794","2023-2024","108052776","Science","S",3444,"Did not meet"
"2795","2023-2024","108049161","Reading","S",1692,"Approaches"
"2796","2023-2024","108049161","Reading","S",1692,"Approaches"
"2797","2023-2024","108049161","Social Studies","S",3831,"Approaches"
"2798","2023-2024","108049161","Social Studies","S",3831,"Approaches"
"2799","2023-2024","108049161","Science","S",3444,"Did not meet"
"2800","2023-2024","108049161","Science","S",3444,"Did not meet"
"2801","2023-2024","108232205","Reading","S",1587,"Did not meet"
"2802","2023-2024","108232205","Reading","S",1587,"Did not meet"
"2803","2023-2024","108232205","Social Studies","S",3520,"Did not meet"
"2804","2023-2024","108232205","Social Studies","S",3520,"Did not meet"
"2805","2023-2024","108232205","Science","S",3550,"Approaches"
"2806","2023-2024","108232205","Science","S",3550,"Approaches"
"2807","2023-2024","108063965","Reading","S",1622,"Approaches"
"2808","2023-2024","108063965","Reading","S",1622,"Approaches"
"2809","2023-2024","108063965","Social Studies","S",3520,"Did not meet"
"2810","2023-2024","108063965","Social Studies","S",3520,"Did not meet"
"2811","2023-2024","108063965","Science","S",3084,"Did not meet"
"2812","2023-2024","108063965","Science","S",3084,"Did not meet"
"2813","2023-2024","108082084","Reading","S",1729,"Meets"
"2814","2023-2024","108082084","Reading","S",1729,"Meets"
"2815","2023-2024","108082084","Social Studies","S",4000,"Meets"
"2816","2023-2024","108082084","Social Studies","S",4000,"Meets"
"2817","2023-2024","108082084","Science","S",4430,"Meets"
"2818","2023-2024","108082084","Science","S",4430,"Meets"
"2819","2023-2024","108048514","Reading","S",1673,"Approaches"
"2820","2023-2024","108048514","Reading","S",1673,"Approaches"
"2821","2023-2024","108048514","Social Studies","S",4435,"Masters"
"2822","2023-2024","108048514","Social Studies","S",4435,"Masters"
"2823","2023-2024","108048514","Science","S",4430,"Meets"
"2824","2023-2024","108048514","Science","S",4430,"Meets"
"2825","2023-2024","108232221","Reading","S",1781,"Meets"
"2826","2023-2024","108232221","Reading","S",1781,"Meets"
"2827","2023-2024","108232221","Social Studies","S",3678,"Approaches"
"2828","2023-2024","108232221","Social Studies","S",3678,"Approaches"
"2829","2023-2024","108232221","Science","S",2910,"Did not meet"
"2830","2023-2024","108232221","Science","S",2910,"Did not meet"
"2831","2023-2024","108179398","Reading","S",1828,"Masters"
"2832","2023-2024","108179398","Reading","S",1828,"Masters"
"2833","2023-2024","108179398","Social Studies","S",4252,"Meets"
"2834","2023-2024","108179398","Social Studies","S",4252,"Meets"
"2835","2023-2024","108179398","Science","S",4170,"Meets"
"2836","2023-2024","108179398","Science","S",4170,"Meets"
"2837","2023-2024","108137086","Reading","S",1792,"Meets"
"2838","2023-2024","108137086","Reading","S",1792,"Meets"
"2839","2023-2024","108137086","Social Studies","S",3351,"Did not meet"
"2840","2023-2024","108137086","Social Studies","S",3351,"Did not meet"
"2841","2023-2024","108137086","Science","S",2585,"Did not meet"
"2842","2023-2024","108137086","Science","S",2585,"Did not meet"
"2843","2023-2024","108089748","Reading","S",1992,"Masters"
"2844","2023-2024","108089748","Reading","S",1992,"Masters"
"2845","2023-2024","108089748","Reading","S",1992,"Masters"
"2846","2023-2024","108089748","Reading","S",1992,"Masters"
"2847","2023-2024","108089748","Social Studies","S",4652,"Masters"
"2848","2023-2024","108089748","Social Studies","S",4652,"Masters"
"2849","2023-2024","108089748","Social Studies","S",4652,"Masters"
"2850","2023-2024","108089748","Social Studies","S",4652,"Masters"
"2851","2023-2024","108089748","Science","S",5283,"Masters"
"2852","2023-2024","108089748","Science","S",5283,"Masters"
"2853","2023-2024","108089748","Science","S",5283,"Masters"
"2854","2023-2024","108089748","Science","S",5283,"Masters"
"2855","2023-2024","108106222","Reading","S",1739,"Meets"
"2856","2023-2024","108106222","Reading","S",1739,"Meets"
"2857","2023-2024","108106222","Social Studies","S",4088,"Meets"
"2858","2023-2024","108106222","Social Studies","S",4088,"Meets"
"2859","2023-2024","108106222","Science","S",3162,"Did not meet"
"2860","2023-2024","108106222","Science","S",3162,"Did not meet"
"2861","2023-2024","108137083","Reading","S",1720,"Meets"
"2862","2023-2024","108137083","Reading","S",1720,"Meets"
"2863","2023-2024","108137083","Social Studies","S",3626,"Approaches"
"2864","2023-2024","108137083","Social Studies","S",3626,"Approaches"
"2865","2023-2024","108137083","Science","S",3812,"Approaches"
"2866","2023-2024","108137083","Science","S",3812,"Approaches"
"2867","2023-2024","108048513","Reading","S",1698,"Meets"
"2868","2023-2024","108048513","Reading","S",1698,"Meets"
"2869","2023-2024","108048513","Social Studies","S",3520,"Did not meet"
"2870","2023-2024","108048513","Social Studies","S",3520,"Did not meet"
"2871","2023-2024","108048513","Science","S",3444,"Did not meet"
"2872","2023-2024","108048513","Science","S",3444,"Did not meet"
"2873","2023-2024","108048971","Reading","S",1644,"Approaches"
"2874","2023-2024","108048971","Reading","S",1644,"Approaches"
"2875","2023-2024","108048971","Social Studies","S",3230,"Did not meet"
"2876","2023-2024","108048971","Social Studies","S",3230,"Did not meet"
"2877","2023-2024","108048971","Science","S",3162,"Did not meet"
"2878","2023-2024","108048971","Science","S",3162,"Did not meet"
"2879","2023-2024","108049868","Reading","S",1856,"Masters"
"2880","2023-2024","108049868","Reading","S",1856,"Masters"
"2881","2023-2024","108049868","Social Studies","S",4252,"Meets"
"2882","2023-2024","108049868","Social Studies","S",4252,"Meets"
"2883","2023-2024","108049868","Science","S",3871,"Approaches"
"2884","2023-2024","108049868","Science","S",3871,"Approaches"
"2885","2023-2024","108053300","Reading","S",1759,"Meets"
"2886","2023-2024","108053300","Reading","S",1759,"Meets"
"2887","2023-2024","108053300","Social Studies","S",4310,"Meets"
"2888","2023-2024","108053300","Social Studies","S",4310,"Meets"
"2889","2023-2024","108053300","Science","S",4170,"Meets"
"2890","2023-2024","108053300","Science","S",4170,"Meets"
"2891","2023-2024","108232211","Reading","S",1574,"Did not meet"
"2892","2023-2024","108232211","Reading","S",1574,"Did not meet"
"2893","2023-2024","108232211","Social Studies","S",3167,"Did not meet"
"2894","2023-2024","108232211","Social Studies","S",3167,"Did not meet"
"2895","2023-2024","108232211","Science","S",3237,"Did not meet"
"2896","2023-2024","108232211","Science","S",3237,"Did not meet"
"2897","2023-2024","108232226","Reading","S",1803,"Masters"
"2898","2023-2024","108232226","Reading","S",1803,"Masters"
"2899","2023-2024","108232226","Social Studies","S",3550,"Approaches"
"2900","2023-2024","108232226","Social Studies","S",3550,"Approaches"
"2901","2023-2024","108232226","Science","S",3812,"Approaches"
"2902","2023-2024","108232226","Science","S",3812,"Approaches"
"2903","2023-2024","108048096","Reading","S",1792,"Meets"
"2904","2023-2024","108048096","Reading","S",1792,"Meets"
"2905","2023-2024","108048096","Social Studies","S",3831,"Approaches"
"2906","2023-2024","108048096","Social Studies","S",3831,"Approaches"
"2907","2023-2024","108048096","Science","S",3693,"Approaches"
"2908","2023-2024","108048096","Science","S",3693,"Approaches"
"2909","2023-2024","108137072","Reading","S",1729,"Meets"
"2910","2023-2024","108137072","Reading","S",1729,"Meets"
"2911","2023-2024","108137072","Social Studies","S",4000,"Meets"
